"ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"logFC"	"P.Value"	"adj.P.Val"	"GSM11625"	"GSM11757"	"GSM11758"	"GSM11759"	"GSM11760"	"GSM11761"	"GSM11762"	"GSM11763"	"GSM11764"	"GSM11765"	"GSM11766"	"GSM11767"	"GSM11768"	"GSM11769"	"GSM11770"	"GSM11771"	"GSM11772"	"GSM11773"	"GSM11774"	"GSM11775"	"GSM11776"	"GSM11777"	"GSM11778"	"GSM11779"	"GSM68108"	"GSM68109"
"966"	"J03910_rna1_at"	"4495"	"MT1G"	"metallothionein 1G"	0.173241133281536	0.231554768027638	0.615259279131026	20	20	20	20	20	20	20	20	20	20	20	20	20	20	43.32	20	20	20	20	27.21	20	20	20	20	20	20
"967"	"J03915_s_at"	"1113"	"CHGA"	"chromogranin A"	0.858337585062705	0.442833896461447	0.765448053113175	291.61	277.89	322.96	20	564.02	20	693.37	20	287.85	928.74	487.32	957.37	399.56	790.63	629.42	385.82	44.7	190.32	234.07	101.76	339.74	1059.84	1482.67	45.4	234.0707099	234.0707099
"968"	"J03925_at"	"3684"	"ITGAM"	"integrin subunit alpha M"	-0.548270778352907	0.331890120556556	0.701900078945532	74.5	69.61	20	22.72	20	20	26.88	31.44	92.11	20	20	56.78	214.33	22.31	20	20	20	20	23.25	20	33.56	20	20	67.6	23.25527637	23.25527637
"969"	"J03930_at"	"248"	"ALPI"	"alkaline phosphatase, intestinal"	-0.219054088692621	0.537705354136045	0.831227368929742	372.53	573.04	264.93	346.48	296.79	730.37	352.88	411.43	343.33	520.19	257.84	600.03	365.69	291.7	384.79	228.23	210.42	231.78	615.39	439	556.98	393.93	145.55	251.23	615.3907257	615.3907257
"970"	"J03934_s_at"	"1728"	"NQO1"	"NAD(P)H quinone dehydrogenase 1"	0.0294171441550777	0.972010340401937	0.999999999999999	116.96	80.19	61.39	95.74	154.51	92.84	64.78	64.68	66.99	20	61.72	28.93	372.04	23.91	20	34.73	64.14	52.1	242.73	406.24	184.5	20	20	20	242.7349419	242.7349419
"971"	"J04027_at"	"490"	"ATP2B1"	"ATPase plasma membrane Ca2+ transporting 1"	-0.455573872997848	0.467040026020943	0.780317365980959	98.54	20	100.92	23.53	20	94.08	20	52.1	20.93	36.54	20	20	20	33.47	20	33.7	177.53	31.29	59.25	20	31.9	20	27.85	159.92	59.25959498	59.25959498
"972"	"J04029_s_at"	"3858"	"KRT10"	"keratin 10"	0.354194810567765	0.530203762596642	0.828207399353294	348.49	124.74	248.1	167.15	280.32	45.8	177.13	114.08	120.37	190.75	294.18	132.32	514.23	119.55	217.87	240.06	472.26	156.64	579.68	157.87	228.64	75.61	206.83	345.38	579.6848796	579.6848796
"973"	"J04031_at"	"4522"	"MTHFD1"	"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"	0.213763937267087	0.679594146781837	0.91408607334118	191.47	189.9	74.85	180.13	403.93	180.73	121.3	75.46	297.27	135.68	133.4	135.54	352.64	52.6	131.23	236.66	183.7	245.13	202.31	64.01	286.01	214.65	41.08	240.38	202.3132294	202.3132294
"974"	"J04040_at"	"2641"	"GCG"	"glucagon"	-1.0817291162469	0.102444062272588	0.454441333836743	20	55.68	103.44	70.59	20	20	64.09	40.42	20	396.53	20	92.68	20	27.09	20	20	34.52	20	69.2	20	143.66	34.14	20	93.81	69.20299515	69.20299515
"975"	"J04046_s_at"	"801"	"CALM1"	"calmodulin 1"	-0.435889417489699	0.196455521702206	0.57619908702811	992.62	1283.64	1013.46	2060.23	724.68	1551.12	2183.49	1540.64	1945.89	2198.44	1035.37	673.43	1394.33	1155.66	1130.16	791.44	434.83	810.07	1621.38	999	1367.74	942.76	778.59	1032.99	1621.388228	1621.388228
"976"	"J04056_at"	"873"	"CBR1"	"carbonyl reductase 1"	0.217849533820706	0.794164801386615	0.970269644454619	178.65	20	63.07	20	34.09	20	20	20	20	95.62	192.14	192.33	257.73	31.88	96.83	20	120.11	38.44	72.73	20	20	121.96	20	215.01	72.73349915	72.73349915
"977"	"J04058_at"	"2108"	"ETFA"	"electron transfer flavoprotein subunit alpha"	0.164023529117984	0.811329594198615	0.978052434720314	160.22	30.07	48.78	105.48	20	59.42	50.31	96.12	95.25	20	87.11	45	177.29	109.98	54.78	103.32	241.85	88.01	128.39	20	73.4	52.44	20	304.32	128.3943678	128.3943678
"978"	"J04076_at"	"1959"	"EGR2"	"early growth response 2"	-0.373725781902806	0.567703575622328	0.852637849064976	108.95	20	81.58	20	42.68	48.27	70.3	83.54	66.99	20	20	23.57	86.79	20	20	37.1	20	20	121.26	20	20	20	20	20	121.2651375	121.2651375
"979"	"J04080_at"	"716"	"C1S"	"complement C1s"	-1.36944425219289	0.0216135958593929	0.264867842246367	2851.28	3764.05	2069.82	2794.58	1079.33	599.15	953.21	837.24	1900.88	742.49	1979.65	2277.98	192.63	1637.06	629.42	779.62	4337.25	1705.45	711.96	2396.93	884.82	718.35	1106.61	388.79	711.9679185	711.9679185
"980"	"J04088_at"	"7153"	"TOP2A"	"DNA topoisomerase II alpha"	-0.858160838870857	0.270596207969341	0.647362950654111	107.35	194.91	114.38	101.42	20	259.96	158.52	230.87	165.38	203.77	181.68	339.66	320.71	71.73	433.2	24.68	79.22	42.73	104.48	20	20	391.49	49.44	113.51	104.4824518	104.4824518
"981"	"J04093_s_at"	"54575"	"UGT1A1"	"UDP glucuronosyltransferase family 1 member A10"	0.662142315766451	0.118225195542518	0.478093788477416	20	20	20	20	20	37.13	20	31.44	20	20	20	20	190.87	20	20	20	30.89	20	32.29	52.29	20	25.61	20	20	32.29473107	32.29473107
"982"	"J04101_at"	"2113"	"ETS1"	"ETS proto-oncogene 1, transcription factor"	-0.230387059751571	0.779889430178987	0.963309285228377	20	137.55	20	53.55	20	20	20	20	20	20	103.53	20	20	20	20	20	20	20	126.3	528.55	20	20	20	20	126.3050599	126.3050599
"983"	"J04102_at"	"2114"	"ETS2"	"ETS proto-oncogene 2, transcription factor"	-2.1754191225378	0.0112023441055263	0.219374081116232	151.41	294.59	20	161.47	20	115.12	20	20	20	20	20	245.9	20	20	113.39	20	20	20	20	20	20	309.78	62.67	20	20	20
"984"	"J04111_at"	"3725"	"JUN"	"Jun proto-oncogene, AP-1 transcription factor subunit"	-2.65734650302678	1.91514619293666e-05	0.0180649596218755	467.06	442.17	451.64	409.77	60.53	144.83	84.08	143.73	181.08	69.09	239.92	220.19	173.41	52.6	72.62	132.3	137.91	65.45	42.61	20	146.14	93.91	188.72	210.5	42.61335388	42.61335388
"985"	"J04130_s_at"	"6351"	"CCL4"	"C-C motif chemokine ligand 4"	-0.287178965294127	0.684259206217568	0.917652953627759	206.69	424.35	172.41	267.77	168.34	194.35	188.85	195.83	192.6	540.22	239.43	95.89	746.74	176.93	247.18	51.29	170.8	125.5	154.76	737.12	20	70.73	59.19	507.31	154.7622866	154.7622866
"986"	"J04132_at"	"919"	"CD247"	"CD247 molecule"	0.807734817757435	0.17640911428985	0.553566312616758	20	20	20	25.15	31.3	20	20	80.85	20	20	30.86	240.01	20	129.11	75.17	39.61	45.06	30.5	20	20	67.61	20	38.99	20	20	20
"987"	"J04152_rna1_s_at"	"4070"	"TACSTD2"	"tumor associated calcium signal transducer 2"	-0.206048431998489	0.82825031972463	0.986259194943538	84.92	131.42	40.37	49.49	207.44	20	20	20	20	20	20	20	20	1554.17	68.8	34.73	20	20	20	76.65	20	48.78	45.26	489.78	20	20
"988"	"J04156_at"	"3574"	"IL7"	"interleukin 7"	-0.158742022491768	0.139169873176557	0.511808581994642	20	33.41	20	20	20	20	20	20	20	22.02	20	20	20	20	20	20	20	20	23.57	20	20	20	20	20	23.5793323	23.5793323
"989"	"J04162_at"	"2215"	"FCGR3B"	"Fc gamma receptor IIIb"	0.839734828467527	0.242255752296372	0.626277509525923	102.54	89.1	40.37	51.12	20	152.26	113.03	103.3	176.89	39.55	55.25	139.82	506.29	62.16	183.47	44.19	294.18	100.56	145.33	201.16	112.58	43.9	23.67	416.33	145.3305537	145.3305537
"990"	"J04164_at"	"8519"	"IFITM1"	"interferon induced transmembrane protein 1"	-0.414495922639333	0.530020269675348	0.828207399353294	4947.08	3695.55	4389.43	2002.62	9330.05	2337.2	2324.78	1365.47	2691.18	1358.82	4040.94	6198.57	2729.75	2899.52	3478.41	1809.95	999.77	1239.97	894.78	13433.49	3492.34	2623.39	608.67	953.53	894.7866258	894.7866258
"991"	"J04173_at"	"5223"	"PGAM1"	"phosphoglycerate mutase 1"	-0.247968771284395	0.6223293213176	0.887129008409505	1885.9	1093.18	1464.26	1389.17	296.62	1773.94	1654.85	1051.95	1143.04	1158.05	1863.67	1924.39	1906.45	538.77	1057.54	1993.7	1249.98	3058.22	936.26	2330.48	1246.55	1111.07	323.13	2676.63	936.265784	936.265784
"992"	"J04177_at"	"1301"	"COL11A1"	"collagen type XI alpha 1 chain"	0.863367634383694	0.248122619608483	0.633168196689898	79.31	247.26	137.09	119.28	110.4	233.96	177.13	97.02	150.73	101.13	221.01	223.4	917.85	125.92	49.69	185.81	2900.1	92.77	419.13	226.14	310.64	98.78	344.03	127.53	419.1322253	419.1322253
"993"	"J04182_at"	"3916"	"LAMP1"	"lysosomal associated membrane protein 1"	-0.604208397562353	0.0802164419697564	0.405313155469425	1857.86	2424.72	1561.82	2886.27	1007.95	1707.1	2490.2	2263.8	2023.35	2255.02	2874.65	2421.56	1688.41	1825.15	1283.06	1089.16	3075.45	1199.14	1061.38	1188.58	1655.24	680.54	2404.73	1464.01	1061.385481	1061.385481
"994"	"J04430_s_at"	"54"	"ACP5"	"acid phosphatase 5, tartrate resistant"	-1.22157609742092	0.121084385227195	0.482006027664065	214.7	291.25	131.2	185	20	370.13	157.14	153.61	112	20	176.21	103.93	593.44	20	217.87	84.99	80.13	115.02	45.37	121.28	278.9	69.51	305.72	119.85	45.37635701	45.37635701
"995"	"J04444_at"	"1537"	"CYC1"	"cytochrome c1"	2.89763378302457	0.0173752438842344	0.251230361004501	410.18	20	481.07	20	299.43	20	20	20	20	90.62	209.56	310.19	914.85	298.08	268.84	1064.33	421.75	2468.82	500.81	3415.88	361.23	192.69	68.24	926.82	500.8113735	500.8113735
"996"	"J04449_at"	"1576"	"CYP3A4"	"cytochrome P450 family 3 subfamily A member 4"	-8.88178419700125e-16	0.999999999999985	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"997"	"J04456_at"	"3956"	"LGALS1"	"galectin 1"	-0.219060742712001	0.726464849900739	0.940450935161858	12207.88	5102.27	13169.98	7435.99	6866.18	9416.9	6651.8	6313.51	6049.13	4686.27	10099.87	8127.79	27259.29	4335.74	2769.99	14977.21	7340.39	7762.02	7490.9	5835.29	5958.68	5083.36	454.06	13023.58	7490.902301	7490.902301
"998"	"J04469_at"	"1159"	"CKMT1A"	"creatine kinase, mitochondrial 1B"	0.0569500181925866	0.937222984747174	0.999999999999999	20	20	20	40.57	20	351.57	205.39	106.9	55.47	20	20	20	20	20	20	20	20.89	20	20	134.14	71.42	20	20	20	20	20
"999"	"J04501_at"	"2997"	"GYS1"	"glycogen synthase 1"	0.425398734324971	0.634817958731082	0.894039031518268	261.97	42.32	255.67	296.98	212.45	206.73	304.64	210.21	244.93	20	338.48	175.18	228.09	309.24	231.89	20	116.11	356.18	853.43	699.12	679.32	363.44	98.19	649.87	853.4353845	853.4353845
"1000"	"J04513_at"	"2247"	"FGF2"	"fibroblast growth factor 2"	-0.617807891753152	0.352548422206829	0.708084890492594	59.28	108.03	20	20	20	20	53.76	33.23	29.3	81.1	95.57	145.18	20	119.55	31.85	20	20	20	22.83	20	20	20	247.92	66.6	22.83741479	22.83741479
"1001"	"J04543_at"	"310"	"ANXA7"	"annexin A7"	-2.6288171295343	0.00276442329039924	0.138366046247681	494.3	157.6	349.87	417.88	76.8	290.91	275.69	254.22	158.05	52.06	184.67	294.66	20	51	150.34	20	294	74.5	31	20	20	176.84	77.99	248.06	31.00703516	31.00703516
"1002"	"J04599_at"	"633"	"BGN"	"biglycan"	0.0825898032366528	0.923040044879182	0.999999999999999	905.29	528.49	192.6	1700.76	723.45	1621.68	903.58	2583.61	1859.01	273.36	57.24	580.21	1504.41	817.73	1545.53	185.51	227.32	406.54	854.62	1283.64	488.7	1695.26	1412.33	119.52	854.6207469	854.6207469
"1003"	"J04605_at"	"5184"	"PEPD"	"peptidase D"	-0.789553169246204	0.132252840208325	0.501244483616806	386.95	194.91	275.86	510.39	202.2	462.98	355.64	567.74	493.01	173.23	451.48	467.7	362.52	140.27	160.54	183	192.25	49.4	425.38	215.32	288.49	148.79	122.56	88.64	425.3830935	425.3830935
"1004"	"J04611_at"	"2547"	"XRCC6"	"X-ray repair cross complementing 6"	0.605091067709663	0.45291454983007	0.771249397969101	1012.65	279.56	796.47	671.05	486.01	745.23	734.72	813.89	875.07	165.72	448.49	463.95	3410.16	234.32	358.03	2360.74	2336.8	1968.22	1291.14	319.28	1750.8	371.98	110.03	3563.55	1291.141131	1291.141131
"1005"	"J04615_at"	"6638"	"SNRPN"	"small nuclear ribonucleoprotein polypeptide N"	-0.292393717907165	0.626076878958779	0.88978728848011	1144.84	829.77	1000	1288.55	707.43	1913.83	1769.26	1092.37	1776.32	1062.42	1536.13	2681.4	142.36	526.02	1350.59	927.89	2864.67	1901.34	1740.95	403.99	294.77	913.49	582.2	1531.46	1740.956335	1740.956335
"1006"	"J04617_s_at"	"1915"	"EEF1A1"	"eukaryotic translation elongation factor 1 alpha 1"	-0.354085586378242	0.411395101860758	0.742490947873238	17004.35	21649.29	27245.77	8776.48	16044.26	16954.63	11564.66	14423.69	13504.05	19061.03	16566.97	11333.69	8962.12	11033.82	15097.35	18283.29	9446.42	14888.4	38962.35	6108.25	8435.26	12685.23	25916.56	11302.15	38962.35224	38962.35224
"1007"	"J04621_at"	"6383"	"SDC2"	"syndecan 2"	0.710218287059456	0.441917960690849	0.765448053113175	153.82	20	20	154.17	20	122.55	131.64	63.78	120.37	62.58	135.89	92.68	110.6	65.35	20	95.49	639.07	549.05	216.46	20	138.21	145.13	20	20	216.4693566	216.4693566
"1008"	"J04739_at"	"671"	"BPI"	"bactericidal permeability increasing protein"	0.763588537222796	0.31479281911334	0.687905762852796	74.5	20	20	20	105.63	20	20	20	20	186.24	20	90	20	20	72.62	20	55.96	20	140.79	119.58	20	20	20	20	140.7937708	140.7937708
"1009"	"J04742_at"	"729020"	"RPEL1"	"ribulose-5-phosphate-3-epimerase like 1"	-8.88178419700125e-16	0.999999999999994	0.999999999999999	20	20	20	20	20	20	20	20	20	20	20	35.35	20	20	20	20	20	20	20	20	20	20	20	20	20	20
"1010"	"J04760_at"	"7135"	"TNNI1"	"troponin I1, slow skeletal type"	-1.23211059968604	0.218875373308443	0.598981295957965	161.83	228.32	104.29	185.81	192.66	96.55	224	20	177.94	20	541.58	588.24	20	39.85	117.22	118.25	149.18	303.12	20	20	40.5	276.85	68.24	314.17	20	20
"1011"	"J04794_at"	"10327"	"AKR1A1"	"aldo-keto reductase family 1 member A1"	-0.61153662035238	0.142228628526902	0.515982303901069	1492.53	1172.82	1417.16	705.94	1100.19	986.62	1155.15	626.14	1060.35	796.56	1424.63	737.18	958.43	849.61	598.84	472.14	649.79	373.97	1606.04	786.51	1064.36	768.35	229.12	1226.13	1606.046738	1606.046738
"1012"	"J04809_rna1_at"	"203"	"AK1"	"adenylate kinase 1"	-0.635495635785953	0.125259303501423	0.488428604247297	312.44	453.31	285.11	409.77	179.41	235.2	193.67	454.55	328.67	276.87	562.98	454.84	404.85	314.02	303.24	271.84	331.44	313.92	176.1	54.1	344.04	317.1	167.83	299.14	176.1073386	176.1073386
"1013"	"J04810_s_at"	"4437"	"MSH3"	"mutS homolog 3"	-0.406337924987156	0.452700771450378	0.771133745244649	54.47	63.48	63.07	30.83	20	33.42	20	65.57	20	114.15	23.39	20	165.11	60.57	68.8	20	32.16	20	51.54	20	20	53.66	66.85	50.24	51.54194734	51.54194734
"1014"	"J04823_rna1_at"	"1351"	"COX8A"	"cytochrome c oxidase subunit 8A"	0.35224067338398	0.396230652807063	0.730147932869578	2265.64	1260.81	2177.47	2365.33	2046.12	1533.79	1710.68	1998.79	2532.07	758.51	2842.29	3078.39	2498.48	2100.92	1973.65	3074.73	1674.1	5454.13	2250.98	2848.61	3405.21	2579.48	566.18	4415.92	2250.986247	2250.986247
"1015"	"J04948_at"	"251"	"ALPPL2"	"alkaline phosphatase, germ cell"	0.507578294958867	0.644274467172484	0.900417004403597	20	490.62	20	185	603.82	383.75	269.49	97.91	638.51	560.25	348.44	1194.71	147.12	20	20	103.32	191.7	20	365.58	471.69	107.13	20	87.05	125.03	365.5862479	365.5862479
"1016"	"J04970_at"	"1368"	"CPM"	"carboxypeptidase M"	-0.550842341664908	0.110178141837049	0.463744374658856	38.45	79.63	20	20	46.31	20	20	20	26.16	66.58	20	33.75	20	27.09	20	20	20	20	20	20	20	20	20	20	20	20
"1017"	"J04973_at"	"7385"	"UQCRC2"	"ubiquinol-cytochrome c reductase core protein 2"	-0.857425618947137	0.252575537139695	0.636479834605391	431.81	173.75	361.65	321.32	174.68	180.73	202.63	195.83	370.54	145.19	319.07	231.44	20	137.08	396.25	454.41	464.45	336	107.04	76.65	20	139.03	41.08	226.02	107.0407881	107.0407881
"1018"	"J04982_at"	"291"	"SLC25A4"	"solute carrier family 25 member 4"	-0.423537110466619	0.505093447787977	0.809082294094919	147.41	20	44.57	164.72	101.19	27.23	20	40.42	74.31	99.13	20	20	20	36.66	103.2	69.92	104.84	101.35	20	20	64.64	62.2	20	20	20	20
"1019"	"J04988_at"	"3326"	"HSP90AB1"	"heat shock protein 90 alpha family class B member 1"	-0.298451978781967	0.400535149645741	0.733520646674616	4046.59	2115.08	3768.73	4881.59	2262.56	4529.57	6369.9	5898.47	6076.35	2765.7	5006.62	5958.56	2822.19	2493.05	3556.14	3407.93	5349.56	2210.82	2865.41	2087.4	2469.47	1997.73	1492.42	3397.62	2865.413333	2865.413333
"1020"	"J04990_at"	"1511"	"CTSG"	"cathepsin G"	-0.0109117787264523	0.972673322317722	0.999999999999999	414.19	581.95	297.73	380.56	428.53	391.18	351.5	330.58	379.96	353.97	545.06	563.6	922.97	506.89	475.25	386.7	201.15	327.11	350.89	332.98	488.37	325.63	151.81	212.67	350.8928701	350.8928701
"1021"	"J05008_at"	"1906"	"EDN1"	"endothelin 1"	-0.482166266506522	0.208886681664517	0.589222503889365	20	70.16	47.09	28.4	20	20	20	20	33.49	20	20	44.46	20	20	52.23	20	96.3	20	20	20	20	20	20	20	20	20
"1022"	"J05016_rna1_s_at"	"220972"	"MARCH8"	"membrane associated ring-CH-type finger 8"	0.35299394897872	0.60530555661206	0.875716549147529	88.92	20	54.66	113.6	151.72	20	20	71.86	38.72	20	20	20	273.43	20	26.75	77.16	92.3	75.93	20	264.85	71.42	20	20	90.81	20	20
"1023"	"J05032_at"	"1615"	"DARS"	"aspartyl-tRNA synthetase 1"	-0.750532377881315	0.300996574139698	0.676955810303402	217.91	22.27	148.02	127.39	77.93	79.22	195.05	78.15	120.37	123.66	175.21	156.97	38.45	20.72	54.78	33.26	134.82	20	79.25	313.73	20	162.2	45.96	22.87	79.25725655	79.25725655
"1024"	"J05036_s_at"	"1510"	"CTSE"	"cathepsin E"	0.685322088165631	0.335270084657088	0.703692064358827	40.05	20	20	57.61	20	20	20	20	20.93	65.08	39.32	48.75	352.11	137.08	20	53.95	24.16	20	20	188.57	33.89	20	20	118.02	20	20
"1025"	"J05037_at"	"10993"	"SDS"	"serine dehydratase"	-1.01657193613472	0.241745467411324	0.626277509525923	20	147.02	20	348.1	20	20	20	20	20	224.3	88.1	253.94	189.63	20	20	60.31	20	20	67.83	20	38.35	20	20	108	67.83854915	67.83854915
"1026"	"J05068_at"	"6947"	"TCN1"	"transcobalamin 1"	0.0270066340080577	0.629213315237363	0.891653531296181	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23.67	20	20	20	20	20	20	20	20
"1027"	"J05070_at"	"4318"	"MMP9"	"matrix metallopeptidase 9"	2.70585982546657	0.0107784532035288	0.217181848845791	64.09	106.92	20	20	206.73	92.84	20	210.21	20	226.8	42.8	20	2696.23	97.23	151.62	84.11	645.07	78	435.49	432.47	380.91	74.39	113.51	351.89	435.4970494	435.4970494
"1028"	"J05073_at"	"5224"	"PGAM2"	"phosphoglycerate mutase 2"	-0.986024712890384	0.102337780909633	0.454272090712831	70.5	97.45	89.15	58.42	20	20	38.59	75.46	33.49	108.64	20	20	20	20	56.06	55.13	20	129.95	20	164.19	62.32	52.44	20	20	20	20
"1029"	"J05096_rna1_at"	"477"	"ATP1A2"	"ATPase Na+/K+ transporting subunit alpha 2"	-0.0793795317452073	0.898035977348364	0.999999999999999	41.65	25.06	59.71	46.25	20	20	57.89	34.13	28.26	20	27.87	48.21	20	65.35	20	48.63	20	495.67	20	41.39	20	20	20	69.44	20	20
"1030"	"J05125_at"	"5406"	"PNLIP"	"pancreatic lipase"	0.395179260304887	0.354105567570456	0.708084890492594	20	20	20	20	20	20	20	20	20	27.53	20	20	235.33	20	20	20	20	20	20	20	20	20	20	20	20	20
"1031"	"J05158_at"	"1370"	"CPN2"	"carboxypeptidase N subunit 2"	0.979456292936624	0.0910578271432683	0.428671677534831	20	20	20	20	86.29	20	20	20	20	20	20	20	281.9	20	20	20	20	39.24	20	75.5	54.88	20	20	82.46	20	20
"1032"	"J05200_rna1_s_at"	"6261"	"RYR1"	"ryanodine receptor 1"	0.484438087230452	0.369829163044971	0.713392907979809	20	20	20	20	20	20	20	49.4	20	20	20	20	20	20	20	20	20	20	20	410.68	20	20	20	20	20	20
"1033"	"J05213_at"	"3381"	"IBSP"	"integrin binding sialoprotein"	0.0628665285817425	0.939657106266389	0.999999999999999	20	125.85	20	25.15	20	63.13	20	35.93	20	65.08	20	20	20	20	20	20.99	1566.89	37.81	20	20	36.53	20	20	20	20	20
"1034"	"J05243_at"	"6709"	"SPTAN1"	"spectrin alpha, non-erythrocytic 1"	-1.30094563739829	0.00272612337651382	0.138366046247681	1197.71	2551.69	1145.5	1807.87	1029.85	1382.76	1759.61	1309.77	1420.43	1804.41	1421.64	2004.75	590.26	1079.15	507.1	941.93	584.38	466.75	528.79	420.08	608.56	750.06	836.4	477.09	528.7910441	528.7910441
"1035"	"J05249_at"	"6118"	"RPA2"	"replication protein A2"	-0.430342631619192	0.264044695115374	0.644192529784549	766.69	811.95	631.62	777.35	801.48	508.78	650.63	491.39	451.14	1089.96	474.87	1260.07	445.6	255.04	523.67	617.9	712.3	551.75	971.6	421.23	1032.95	636.63	264.63	1626.78	971.6049352	971.6049352
"1036"	"J05252_s_at"	"5126"	"PCSK2"	"proprotein convertase subtilisin/kexin type 2"	0.762385264175545	0.501706407528542	0.807216687010857	20.82	20	42.89	20	20	20	20	20	20	144.19	20	20	366.22	62.16	20	52.32	20	95.16	20	20	136.55	42.68	5150.02	20	20	20
"1037"	"J05253_s_at"	"5949"	"RBP3"	"retinol binding protein 3"	1.02219091433913	0.176569170104349	0.553604089725667	34.44	214.4	167.36	112.78	436.43	181.97	93.73	192.24	165.38	104.64	142.36	46.6	414.56	189.68	196.21	26.16	183.16	98.65	586.67	664.62	398.93	323.19	337.06	122.19	586.6776653	586.6776653
"1038"	"J05257_at"	"1800"	"DPEP1"	"dipeptidase 1"	0.0706908511119417	0.940622754354195	0.999999999999999	161.03	119.17	137.93	35.7	383.34	155.97	45.48	181.46	20	120.16	132.9	432.34	544.22	119.55	44.59	180.78	42.52	20	20	400.15	20	25.61	98.89	77.95	20	20
"1039"	"J05272_at"	"3614"	"IMPDH1"	"inosine monophosphate dehydrogenase 1"	0.334744422175744	0.438892783511423	0.764637734655315	543.17	1041.39	405.38	681.6	908.01	871.49	716.8	528.22	773.54	778.54	552.53	870.05	1462.78	557.9	435.75	511.02	635.62	757.32	762.06	2047.92	882.67	374.42	164.35	1353.84	762.0686698	762.0686698
"1040"	"J05401_at"	"1160"	"CKMT2"	"creatine kinase, mitochondrial 2"	-0.0790486415452767	0.922189486894722	0.999999999999999	62.48	20	27.75	42.19	20	20	38.59	97.02	76.41	20	20	92.14	20	20	20	20	20	472.79	20	75.12	328.99	20	20	20	20	20
"1041"	"J05412_at"	"5967"	"REG1A"	"regenerating family member 1 alpha"	-0.65937919293182	0.273179057812078	0.649203781854416	193.87	450.52	184.18	197.99	331.84	236.44	91.66	136.54	178.99	661.38	249.38	301.08	562.21	151.43	215.33	87.36	101.93	201.12	180.85	20	367.68	113.42	177.58	290.29	180.8573162	180.8573162
"1042"	"J05428_at"	"7364"	"UGT2B7"	"UDP glucuronosyltransferase family 2 member B7"	0.726644305526219	0.217469691242569	0.597128981652623	20	57.36	20	27.58	116.11	20	20	30.54	21.98	20	38.82	31.07	78.14	20	21.66	27.79	20	42.57	63.13	178.99	54.22	20	20	127.7	63.13973827	63.13973827
"1043"	"J05448_at"	"5432"	"POLR2C"	"RNA polymerase II subunit C"	-0.785642645940056	0.0198169462907178	0.259192494935238	81.71	20	73.17	20	20	20	20	20	20	20	20	20	20	65.35	20	20	20	20	20	20	20	20	20	20	20	20
"1044"	"J05459_at"	"2947"	"GSTM3"	"glutathione S-transferase mu 3"	0.326764665245362	0.676256855067776	0.912444774567085	149.81	20	20	20	161.67	20	24.12	20	20	20	92.08	224.47	104.43	63.76	20	20	20	20	105.94	20	20	20	20	20	105.9407035	105.9407035
"1045"	"J05500_at"	"6710"	"SPTB"	"spectrin beta, erythrocytic"	0.728966688548578	0.170130624292683	0.547212339206366	139.39	338.59	68.12	288.87	341.32	267.39	191.6	209.31	312.97	119.66	303.64	589.32	378.57	129.11	156.71	254.4	226.59	346.33	563.44	483.33	305.85	212.21	76.6	118.69	563.4479723	563.4479723
"1046"	"J05556_at"	"4317"	"MMP8"	"matrix metallopeptidase 8"	-0.596784494714145	0.339004145886239	0.707864621557452	64.89	131.98	65.6	43	173.26	47.04	28.25	68.27	20	20	72.17	110.36	20	20	21.66	40.65	20	76.09	76.52	139.13	20.66	20	20	46.4	76.52836456	76.52836456
"1047"	"J05582_s_at"	"4582"	"MUC1"	"mucin 1, cell surface associated"	-0.308406939972255	0.797413217159304	0.971616070203215	85.72	509.55	20	450.34	884.16	45.8	243.98	124.86	144.45	379	59.73	171.97	70.03	20	509.65	682.79	20	70.22	20	262.97	584.59	861.04	509.08	128.37	20	20
"1048"	"J05614_at"	"5111"	"PCNA"	"proliferating cell nuclear antigen"	-0.0390753557822467	0.975103865934362	0.999999999999999	64.09	56.24	20	337.55	36.9	590.49	355.64	539.9	936.83	20	606.78	638.07	20	78.1	1684.42	20	489.34	20	85.75	20	20	1541.59	502.11	135.55	85.75543058	85.75543058
"1049"	"J05633_at"	"3693"	"ITGB5"	"integrin subunit beta 5"	-0.095703580373284	0.87582315734898	0.999999999999999	376.53	505.1	296.04	747.33	269.04	389.94	340.48	221.88	282.62	190.75	192.14	248.05	839	1190.73	727.53	505.7	182.07	505.52	288.21	168.26	456.46	292.7	20	355.07	288.2136324	288.2136324
"1050"	"J05682_at"	"528"	"ATP6V1C1"	"ATPase H+ transporting V1 subunit C1"	0.014671346494338	0.981311908366874	0.999999999999999	130.58	79.07	71.48	78.7	128.76	177.02	88.22	108.69	127.7	418.56	90.59	20	153.12	20	93.01	50.99	122.1	72.92	86.38	224.4	95.55	46.34	20	60.09	86.38648685	86.38648685
